gene/TE	../../STAR_v252_mapping/CGND_12856/HRA-00020-2_PE.bam
"GPR89A"	203
"GPR89B"	233
"GPRASP1"	4117
"GPRASP2"	771
"GPRC5A"	1
"GPRC5B"	6869
"GPRC5C"	44
"GPRC5D"	0
"GPRC5D-AS1"	9
"GPRC6A"	0
"GPRIN1"	806
"GPRIN2"	28
"GPRIN3"	355
"GPS1"	503
"GPS2"	246
"GPSM1"	401
"GPSM2"	1236
"GPSM3"	47
"GPT"	9
"GPT2"	727
"GPX1"	334
"GPX2"	0
"GPX3"	220
"GPX4"	925
"GPX5"	0
"GPX6"	0
"GPX7"	32
"GPX8"	1
"GRAMD1A"	340
"GRAMD1B"	2725
"GRAMD1C"	350
"GRAMD2A"	38
"GRAMD2B"	1356
"GRAMD4"	470
"GRAP"	7
"GRAP2"	3
"GRAPL"	0
"GRASP"	217
"GRASP-AS1"	3
"GRB10"	1278
"GRB14"	109
"GRB2"	1805
"GRB7"	3
"GREB1"	466
"GREB1L"	242
"GREM1"	931
"GREM2"	176
"GRHL1"	116
"GRHL2"	2
"GRHL3"	3
"GRHPR"	548
"GRIA1"	2804
"GRIA2"	14128
"GRIA3"	3894
"GRIA4"	1975
"GRID1"	865
"GRID1-AS1"	0
"GRID2"	344
"GRID2IP"	28
"GRIFIN"	0
"GRIK1"	739
"GRIK1-AS1"	9
"GRIK1-AS2"	4
"GRIK2"	1826
"GRIK3"	836
"GRIK4"	236
"GRIK5"	621
"GRIN1"	5128
"GRIN2A"	8930
"GRIN2B"	15086
"GRIN2C"	323
"GRIN2D"	70
"GRIN3A"	590
"GRIN3B"	0
"GRINA"	1837
"GRIP1"	391
"GRIP2"	107
"GRIPAP1"	1234
"GRK1"	1
"GRK2"	1124
"GRK3"	2684
"GRK4"	174
"GRK5"	140
"GRK6"	283
"GRK6P1"	15
"GRK7"	2
"GRM1"	745
"GRM2"	131
"GRM3"	1936
"GRM4"	87
"GRM5"	3867
"GRM5-AS1"	0
"GRM6"	0
"GRM7"	501
"GRM7-AS1"	1
"GRM7-AS2"	0
"GRM7-AS3"	1
"GRM8"	231
"GRN"	232
"GRP"	6
"GRPEL1"	318
"GRPEL2"	487
"GRPEL2-AS1"	1
"GRPR"	36
"GRSF1"	2115
"GRTP1"	7
"GRTP1-AS1"	0
"GRWD1"	139
"GRXCR1"	0
"GRXCR2"	0
"GS1-124K5.11"	269
"GS1-124K5.4"	19
"GS1-24F4.2"	0
"GS1-279B7.1"	0
"GS1-594A7.3"	0
"GS1-600G8.3"	9
"GSAP"	295
"GSC"	0
"GSC2"	0
"GSDMA"	1
"GSDMB"	82
"GSDMC"	2
"GSDMD"	26
"GSDME"	234
"GSE1"	697
"GSEC"	7
"GSG1"	2
"GSG1L"	179
"GSG1L2"	0
"GSK3A"	1075
"GSK3B"	3696
"GSKIP"	436
"GSN"	2780
"GSN-AS1"	0
"GSPT1"	2218
"GSPT2"	255
"GSR"	560
"GSS"	253
"GSTA1"	3
"GSTA2"	1
"GSTA3"	0
"GSTA4"	707
"GSTA5"	0
"GSTA7P"	0
"GSTCD"	218
"GSTK1"	286
"GSTM1"	386
"GSTM2"	150
"GSTM2P1"	0
"GSTM3"	1482
"GSTM4"	266
"GSTM5"	124
"GSTO1"	436
"GSTO2"	92
"GSTP1"	583
"GSTT1"	136
"GSTT1-AS1"	1
"GSTT2"	19
"GSTT2B"	19
"GSTT4"	0
"GSTTP2"	0
"GSTZ1"	99
"GSX1"	0
"GSX2"	0
"GTDC1"	1482
"GTF2A1"	2198
"GTF2A1L"	27
"GTF2A2"	176
"GTF2B"	293
"GTF2E1"	157
"GTF2E2"	221
"GTF2F1"	832
"GTF2F2"	230
"GTF2H1"	591
"GTF2H2"	165
"GTF2H2B"	419
"GTF2H2C"	76
"GTF2H2C_2"	76
"GTF2H3"	361
"GTF2H4"	138
"GTF2H5"	662
"GTF2I"	3544
"GTF2IP1"	974
"GTF2IP12"	21
"GTF2IP20"	67
"GTF2IP23"	20
"GTF2IP4"	810
"GTF2IP7"	2
"GTF2IRD1"	192
"GTF2IRD1P1"	8
"GTF2IRD2"	192
"GTF2IRD2B"	78
"GTF3A"	548
"GTF3C1"	1835
"GTF3C2"	410
"GTF3C2-AS1"	0
"GTF3C3"	667
"GTF3C4"	943
"GTF3C5"	300
"GTF3C6"	192
"GTPBP1"	613
"GTPBP10"	817
"GTPBP2"	237
"GTPBP3"	67
"GTPBP4"	516
"GTPBP6"	119
"GTPBP8"	127
"GTSCR1"	0
"GTSE1"	4
"GTSE1-AS1"	9
"GTSF1"	1
"GTSF1L"	0
"GUCA1A"	6
"GUCA1B"	31
"GUCA1C"	4
"GUCA2A"	0
"GUCA2B"	0
"GUCD1"	306
"GUCY1A1"	1860
"GUCY1A2"	4993
"GUCY1B1"	2687
"GUCY1B2"	0
"GUCY2C"	9
"GUCY2D"	2
"GUCY2EP"	2
"GUCY2F"	3
"GUCY2GP"	0
"GUF1"	1039
"GUK1"	964
"GULP1"	419
"GUSB"	101
"GUSBP1"	324
"GUSBP10"	1
"GUSBP11"	272
"GUSBP2"	72
"GUSBP3"	135
"GUSBP4"	552
"GUSBP5"	32
"GUSBP9"	234
"GVINP1"	126
"GVQW2"	13
"GVQW3"	400
"GXYLT1"	652
"GXYLT1P3"	493
"GXYLT2"	93
"GYG1"	313
"GYG2"	134
"GYG2P1"	23
"GYPA"	5
"GYPB"	0
"GYPC"	24
"GYPE"	12
"GYS1"	298
"GYS2"	17
"GZF1"	544
"GZMA"	0
"GZMB"	1
"GZMH"	1
"GZMK"	0
"GZMM"	0
"H19"	4
"H1F0"	827
"H1FNT"	1
"H1FOO"	0
"H1FX"	655
"H1FX-AS1"	27
"H2AFB1"	0
"H2AFB2"	0
"H2AFB3"	0
"H2AFJ"	81
"H2AFV"	3254
"H2AFX"	319
"H2AFY"	767
"H2AFY2"	112
"H2AFZ"	484
"H2BFM"	1
"H2BFS"	0
"H2BFWT"	0
"H2BFXP"	5
"H3.Y"	0
"H3F3A"	561
"H3F3AP4"	561
"H3F3B"	3015
"H3F3C"	0
"H6PD"	417
"HAAO"	8
"HABP2"	23
"HABP4"	1866
"HACD1"	72
"HACD2"	1359
"HACD3"	2430
"HACD4"	75
"HACE1"	1260
"HACL1"	422
"HADH"	259
"HADHA"	1226
"HADHB"	1257
"HAGH"	579
"HAGHL"	83
"HAGLR"	176
"HAGLROS"	4
"HAL"	2
"HAMP"	19
"HAND1"	0
"HAND2"	0
"HAND2-AS1"	0
"HAO1"	0
"HAO2"	2
"HAO2-IT1"	0
"HAP1"	73
"HAPLN1"	99
"HAPLN2"	757
"HAPLN3"	8
"HAPLN4"	772
"HAR1A"	81
"HAR1B"	12
"HARBI1"	75
"HARS"	848
"HARS2"	316
"HAS1"	22
"HAS2"	8
"HAS2-AS1"	7
"HAS3"	22
"HASPIN"	1
"HAT1"	321
"HAUS1"	51
"HAUS2"	383
"HAUS3"	341
"HAUS4"	90
"HAUS5"	60
"HAUS6"	766
"HAUS7"	92
"HAUS8"	14
"HAVCR1"	10
"HAVCR1P1"	0
"HAVCR2"	124
"HAX1"	406
"HBA1"	8
"HBA2"	219
"HBB"	280
"HBBP1"	0
"HBD"	1
"HBE1"	3
"HBEGF"	181
"HBG1"	0
"HBG2"	1
"HBM"	0
"HBP1"	733
"HBQ1"	4
"HBS1L"	2216
"HBZ"	0
"HCAR1"	3
"HCAR2"	0
"HCAR3"	0
"HCCAT5"	0
"HCCS"	273
"HCFC1"	1616
"HCFC1-AS1"	3
"HCFC1R1"	228
"HCFC2"	1064
"HCG11"	306
"HCG14"	0
"HCG15"	2
"HCG17"	54
"HCG18"	1504
"HCG20"	5
"HCG2040054"	18
"HCG21"	2
"HCG22"	7
"HCG23"	21
"HCG24"	4
"HCG25"	15
"HCG26"	7
"HCG27"	21
"HCG4"	6
"HCG4B"	9
"HCG9"	1
"HCK"	43
"HCLS1"	146
"HCN1"	2175
"HCN2"	1146
"HCN3"	96
"HCN4"	64
"HCP5"	31
"HCP5B"	4
"HCRT"	0
"HCRTR1"	2
"HCRTR2"	25
"HCST"	7
"HDAC1"	170
"HDAC10"	59
"HDAC11"	801
"HDAC11-AS1"	2
"HDAC2"	1050
"HDAC2-AS2"	67
"HDAC3"	231
"HDAC4"	1242
"HDAC5"	1178
"HDAC6"	489
"HDAC7"	134
"HDAC8"	309
"HDAC9"	1679
"HDC"	1
"HDDC2"	367
"HDDC3"	88
"HDGF"	829
"HDGFL1"	8
"HDGFL2"	438
"HDGFL3"	1756
"HDHD2"	912
"HDHD3"	56
"HDHD5"	102
"HDHD5-AS1"	11
"HDLBP"	3309
"HDX"	314
"HEATR1"	1031
"HEATR3"	249
"HEATR4"	44
"HEATR5A"	998
"HEATR5B"	1771
"HEATR6"	405
"HEATR9"	0
"HEBP1"	172
"HEBP2"	94
"HECA"	1096
"HECTD1"	5464
"HECTD2"	918
"HECTD2-AS1"	3
"HECTD3"	350
"HECTD4"	6214
"HECW1"	2047
"HECW1-IT1"	209
"HECW2"	3003
"HEG1"	1054
"HEIH"	180
"HELB"	74
"HELLS"	80
"HELQ"	243
"HELT"	0
"HELZ"	3055
"HELZ2"	69
"HEMGN"	3
"HEMK1"	90
"HENMT1"	184
"HEPACAM"	2614
"HEPACAM2"	4
"HEPH"	417
"HEPHL1"	1
"HEPN1"	0
"HERC1"	10191
"HERC2"	4276
"HERC2P10"	16
"HERC2P11"	13
"HERC2P2"	1085
"HERC2P3"	541
"HERC2P4"	9
"HERC2P7"	27
"HERC2P9"	362
"HERC3"	1973
"HERC4"	1708
"HERC5"	98
"HERC6"	496
"HERPUD1"	487
"HERPUD2"	554
"HES1"	131
"HES2"	0
"HES3"	0
"HES4"	60
"HES5"	30
"HES6"	132
"HES7"	2
"HESX1"	7
"HEXA"	458
"HEXA-AS1"	3
"HEXB"	336
"HEXDC"	103
"HEXIM1"	557
"HEXIM2"	44
"HEY1"	345
"HEY2"	123
"HEYL"	67
"HFE"	20
"HFE2"	4
"HFM1"	160
"HGC6.3"	0
"HGD"	6
"HGF"	221
"HGFAC"	9
"HGH1"	34
"HGS"	712
"HGSNAT"	835
"HHAT"	129
"HHATL"	675
"HHATL-AS1"	1
"HHEX"	18
"HHIP"	1466
"HHIP-AS1"	41
"HHIPL1"	351
"HHIPL2"	3
"HHLA1"	6
"HHLA2"	4
"HHLA3"	88
"HIBADH"	320
"HIBCH"	551
"HIC1"	15
"HIC2"	126
"HID1"	692
"HID1-AS1"	1
"HIF1A"	1891
"HIF1A-AS1"	6
"HIF1A-AS2"	8
"HIF1AN"	867
"HIF3A"	261
"HIGD1A"	1850
"HIGD1B"	13
"HIGD1C"	0
"HIGD2A"	210
"HIGD2B"	0
"HIKESHI"	257
"HILPDA"	86
"HILS1"	5
"HINFP"	193
"HINT1"	969
"HINT2"	60
"HINT3"	1417
"HIP1"	1562
"HIP1R"	1300
"HIPK1"	3144
"HIPK1-AS1"	27
"HIPK2"	25421
"HIPK3"	3440
"HIPK4"	0
"HIRA"	500
"HIRIP3"	263
"HIST1H1A"	19
"HIST1H1B"	10
"HIST1H1C"	403
"HIST1H1D"	32
"HIST1H1E"	708
"HIST1H1T"	9
"HIST1H2AA"	0
"HIST1H2AB"	4
"HIST1H2AC"	366
"HIST1H2AD"	19
"HIST1H2AE"	131
"HIST1H2AG"	8
"HIST1H2AH"	5
"HIST1H2AI"	10
"HIST1H2AJ"	5
"HIST1H2AK"	15
"HIST1H2AL"	7
"HIST1H2AM"	5
"HIST1H2APS1"	0
"HIST1H2BA"	0
"HIST1H2BB"	13
"HIST1H2BC"	243
"HIST1H2BD"	97
"HIST1H2BE"	35
"HIST1H2BF"	39
"HIST1H2BG"	108
"HIST1H2BH"	7
"HIST1H2BI"	12
"HIST1H2BJ"	16
"HIST1H2BK"	61
"HIST1H2BL"	14
"HIST1H2BM"	7
"HIST1H2BN"	72
"HIST1H2BO"	2
"HIST1H3A"	48
"HIST1H3B"	11
"HIST1H3C"	3
"HIST1H3D"	66
"HIST1H3E"	7
"HIST1H3F"	8
"HIST1H3G"	3
"HIST1H3H"	10
"HIST1H3I"	5
"HIST1H3J"	1
"HIST1H4A"	26
"HIST1H4B"	24
"HIST1H4C"	284
"HIST1H4D"	126
"HIST1H4E"	1011
"HIST1H4F"	18
"HIST1H4G"	1
"HIST1H4H"	84
"HIST1H4I"	17
"HIST1H4J"	34
"HIST1H4K"	51
"HIST1H4L"	0
"HIST2H2AA3"	21
"HIST2H2AA4"	21
"HIST2H2AB"	78
"HIST2H2AC"	165
"HIST2H2BA"	52
"HIST2H2BC"	27
"HIST2H2BE"	333
"HIST2H2BF"	83
"HIST2H3A"	1
"HIST2H3C"	1
"HIST2H3D"	5
"HIST2H3PS2"	92
"HIST2H4A"	41
"HIST2H4B"	41
"HIST3H2A"	53
"HIST3H2BB"	31
"HIST3H3"	0
"HIST4H4"	74
"HIVEP1"	1604
"HIVEP2"	5585
"HIVEP3"	697
"HJURP"	0
"HK1"	2849
"HK2"	156
"HK3"	3
"HKDC1"	12
"HKR1"	630
"HLA-A"	631
"HLA-B"	556
"HLA-C"	493
"HLA-DMA"	59
"HLA-DMB"	55
"HLA-DOA"	42
"HLA-DOB"	23
"HLA-DPA1"	219
"HLA-DPB1"	131
"HLA-DPB2"	3
"HLA-DQA1"	87
"HLA-DQA2"	0
"HLA-DQB1"	152
"HLA-DQB1-AS1"	0
"HLA-DQB2"	0
"HLA-DRA"	308
"HLA-DRB1"	194
"HLA-DRB3"	0
"HLA-DRB4"	0
"HLA-DRB5"	10
"HLA-DRB6"	6
"HLA-E"	738
"HLA-F"	30
"HLA-F-AS1"	13
"HLA-G"	0
"HLA-H"	7
"HLA-J"	3
"HLA-L"	58
"HLA-V"	2
"HLCS"	697
"HLF"	3652
"HLTF"	1829
"HLTF-AS1"	0
"HLX"	10
"HLX-AS1"	1
"HM13"	403
"HM13-AS1"	1
"HMBOX1"	1038
"HMBS"	52
"HMCES"	350
"HMCN1"	24
"HMCN2"	6
"HMG20A"	1027
"HMG20B"	120
"HMGA1"	428
"HMGA1P7"	40
"HMGA2"	8
"HMGB1"	4042
"HMGB2"	315
"HMGB3"	201
"HMGB3P1"	0
"HMGB4"	0
"HMGCL"	134
"HMGCLL1"	531
"HMGCR"	2178
"HMGCS1"	2699
"HMGCS2"	1
"HMGN1"	510
"HMGN2"	1012
"HMGN2P46"	6
"HMGN3"	566
"HMGN3-AS1"	30
"HMGN4"	414
"HMGN5"	201
"HMGXB3"	670
"HMGXB4"	538
"HMHB1"	0
"HMMR"	23
"HMMR-AS1"	0
"HMOX1"	51
"HMOX2"	551
"HMSD"	27
"HMX1"	18
"HMX2"	0
"HMX3"	0
"HNF1A"	0
"HNF1A-AS1"	0
"HNF1B"	0
"HNF4A"	13
"HNF4A-AS1"	0
"HNF4G"	17
"HNMT"	263
"HNRNPA0"	1220
"HNRNPA1"	2777
"HNRNPA1L2"	215
"HNRNPA1P10"	2544
"HNRNPA1P33"	4
"HNRNPA2B1"	6368
"HNRNPA3"	5147
"HNRNPA3P1"	0
"HNRNPAB"	481
"HNRNPC"	5123
"HNRNPCL1"	0
"HNRNPCL2"	0
"HNRNPCL3"	0
"HNRNPCL4"	0
"HNRNPD"	1851
"HNRNPDL"	4518
"HNRNPF"	616
"HNRNPH1"	2317
"HNRNPH2"	870
"HNRNPH3"	1965
"HNRNPK"	4834
"HNRNPKP3"	0
"HNRNPL"	1324
"HNRNPLL"	853
"HNRNPM"	1187
"HNRNPR"	2510
"HNRNPU"	6793
"HNRNPUL1"	1542
"HNRNPUL2"	2104
"HNRNPUL2-BSCL2"	2264
"HOGA1"	53
"HOMER1"	2003
"HOMER2"	237
"HOMER3"	123
"HOMER3-AS1"	3
"HOMEZ"	182
"HOOK1"	1021
"HOOK2"	101
"HOOK3"	4091
"HOPX"	732
"HORMAD1"	8
"HORMAD2"	0
"HORMAD2-AS1"	1
"HOTAIR"	0
"HOTAIRM1"	1
"HOTS"	14
"HOTTIP"	0
"HOXA-AS2"	0
"HOXA-AS3"	0
"HOXA1"	0
"HOXA10"	0
"HOXA10-AS"	0
"HOXA10-HOXA9"	0
"HOXA11"	0
"HOXA11-AS"	0
"HOXA13"	0
"HOXA2"	0
"HOXA3"	0
"HOXA4"	0
"HOXA5"	0
"HOXA6"	0
"HOXA7"	0
"HOXA9"	0
"HOXB-AS1"	0
"HOXB-AS3"	0
"HOXB1"	0
"HOXB13"	0
"HOXB2"	0
"HOXB3"	0
"HOXB4"	0
"HOXB5"	0
"HOXB6"	0
"HOXB7"	0
"HOXB8"	0
"HOXB9"	0
"HOXC-AS1"	0
"HOXC-AS2"	0
"HOXC-AS3"	0
"HOXC10"	0
"HOXC11"	0
"HOXC12"	0
"HOXC13"	0
"HOXC13-AS"	0
"HOXC4"	2
"HOXC5"	0
"HOXC6"	0
"HOXC8"	0
"HOXC9"	0
"HOXD-AS2"	0
"HOXD1"	26
"HOXD10"	0
"HOXD11"	0
"HOXD12"	0
"HOXD13"	0
"HOXD3"	3
"HOXD4"	0
"HOXD8"	0
"HOXD9"	0
"HP"	90
"HP09053"	7
"HP1BP3"	3184
"HPCA"	805
"HPCAL1"	835
"HPCAL4"	4688
"HPD"	1
"HPDL"	12
"HPF1"	295
"HPGD"	16
"HPGDS"	14
"HPN"	24
"HPN-AS1"	87
"HPR"	48
"HPRT1"	940
"HPS1"	350
"HPS3"	399
"HPS4"	612
"HPS5"	556
"HPS6"	124
"HPSE"	53
"HPSE2"	133
"HPVC1"	0
"HPX"	8
"HPYR1"	8
"HR"	639
"HRAS"	195
"HRASLS"	90
"HRASLS2"	0
"HRASLS5"	106
"HRAT17"	1
"HRAT5"	1
"HRAT92"	11
"HRC"	4
"HRCT1"	1
"HRG"	2
"HRH1"	195
"HRH2"	147
"HRH3"	154
"HRH4"	2
"HRK"	209
"HRNR"	0
"HS1BP3"	170
"HS1BP3-IT1"	11
"HS2ST1"	1380
"HS3ST1"	31
"HS3ST2"	295
"HS3ST3A1"	18
"HS3ST3B1"	33
"HS3ST4"	379
"HS3ST5"	131
"HS3ST6"	0
"HS6ST1"	1242
"HS6ST2"	234
"HS6ST2-AS1"	1
"HS6ST3"	2048
"HSBP1"	919
"HSBP1L1"	31
"HSCB"	48
"HSD11B1"	112
"HSD11B1L"	313
"HSD11B2"	3
"HSD17B1"	11
"HSD17B10"	128
"HSD17B11"	406
"HSD17B12"	1572
"HSD17B13"	25
"HSD17B14"	79
"HSD17B2"	0
"HSD17B3"	61
"HSD17B3-AS1"	0
"HSD17B4"	2039
"HSD17B6"	65
"HSD17B7"	116
"HSD17B7P2"	55
"HSD17B8"	36
"HSD3B1"	0
"HSD3B2"	0
"HSD3B7"	23
"HSD3BP4"	1
"HSD52"	0
"HSDL1"	713
"HSDL2"	757
"HSF1"	355
"HSF2"	544
"HSF2BP"	19
"HSF4"	142
"HSF5"	11
"HSFX1"	16
"HSFX2"	16
"HSFX3"	0
"HSFX4"	0
"HSFY1"	8
"HSFY1P1"	1
"HSFY2"	8
"HSH2D"	3
"HSP90AA1"	24729
"HSP90AB1"	15519
"HSP90AB4P"	54
"HSP90B1"	4210
"HSP90B2P"	121
"HSPA12A"	4151
"HSPA12B"	25
"HSPA13"	1769
"HSPA14"	439
"HSPA1A"	546
"HSPA1B"	745
"HSPA1L"	76
"HSPA2"	2770
"HSPA4"	2332
"HSPA4L"	1619
"HSPA5"	2182
"HSPA6"	11
"HSPA7"	11
"HSPA8"	15985
"HSPA9"	3710
"HSPB1"	384
"HSPB11"	167
"HSPB2"	15
"HSPB2-C11orf52"	2
"HSPB3"	40
"HSPB6"	172
"HSPB7"	5
"HSPB8"	1190
"HSPB9"	0
"HSPBAP1"	140
"HSPBP1"	323
"HSPC324"	0
"HSPD1"	1982
"HSPE1"	175
"HSPE1-MOB4"	689
"HSPG2"	192
"HSPH1"	5042
"HTATIP2"	209
"HTATSF1"	1472
"HTATSF1P2"	15
"HTD2"	185
"HTN1"	0
"HTN3"	0
"HTR1A"	147
"HTR1B"	104
"HTR1D"	21
"HTR1E"	115
"HTR1F"	208
"HTR2A"	1562
"HTR2A-AS1"	0
"HTR2B"	4
"HTR2C"	110
"HTR3A"	3
"HTR3B"	125
"HTR3C"	0
"HTR3D"	0
"HTR3E"	1
"HTR3E-AS1"	2
"HTR4"	120
"HTR5A"	300
"HTR5A-AS1"	183
"HTR6"	41
"HTR7"	24
"HTR7P1"	132
"HTRA1"	2739
"HTRA2"	169
"HTRA3"	7
"HTRA4"	4
"HTT"	3977
"HTT-AS"	4
"HULC"	26
"HUNK"	242
"HUS1"	289
"HUS1B"	11
"HUWE1"	9572
"HVCN1"	48
"HYAL1"	17
"HYAL2"	130
"HYAL3"	38
"HYAL4"	0
"HYALP1"	0
"HYDIN"	1567
"HYDIN2"	0
"HYI"	76
"HYKK"	46
"HYLS1"	85
"HYMAI"	42
"HYOU1"	2032
"HYPK"	65
"HYPM"	3
"IAH1"	291
"IAPP"	0
"IARS"	2170
"IARS2"	1080
"IBA57"	174
"IBA57-AS1"	4
"IBSP"	0
"IBTK"	2079
"ICA1"	708
"ICA1L"	1310
"ICAM1"	28
"ICAM2"	67
"ICAM3"	13
"ICAM4"	0
"ICAM5"	536
"ICE1"	2258
"ICE2"	822
"ICK"	994
"ICMT"	621
"ICOS"	0
"ICOSLG"	453
"ID1"	124
"ID2"	1115
"ID2-AS1"	46
"ID3"	69
"ID4"	1140
"IDE"	693
"IDH1"	345
"IDH1-AS1"	3
"IDH2"	855
"IDH2-DT"	5
"IDH3A"	1583
"IDH3B"	548
"IDH3G"	406
"IDI1"	1348
"IDI2"	0
"IDI2-AS1"	27
"IDNK"	100
"IDO1"	0
"IDO2"	0
"IDS"	30807
"IDUA"	89
"IER2"	122
"IER3"	15
"IER3-AS1"	10
"IER3IP1"	252
"IER5"	327
"IER5L"	86
"IFFO1"	312
"IFFO2"	414
"IFI16"	474
"IFI27"	66
"IFI27L1"	41
"IFI27L2"	56
"IFI30"	20
"IFI35"	22
"IFI44"	81
"IFI44L"	175
"IFI6"	180
"IFIH1"	113
"IFIT1"	642
"IFIT1B"	0
"IFIT2"	450
"IFIT3"	167
"IFIT5"	648
"IFITM1"	91
"IFITM10"	176
"IFITM2"	86
"IFITM3"	291
"IFITM4P"	2
"IFITM5"	0
"IFNA1"	1
"IFNA10"	0
"IFNA13"	4
"IFNA14"	0
"IFNA16"	0
"IFNA17"	0
"IFNA2"	20
"IFNA21"	0
"IFNA22P"	0
"IFNA4"	0
"IFNA5"	0
"IFNA6"	3
"IFNA7"	0
"IFNA8"	0
"IFNAR1"	2122
"IFNAR2"	338
"IFNB1"	0
"IFNE"	12
"IFNG"	0
"IFNG-AS1"	3
"IFNGR1"	869
"IFNGR2"	398
"IFNK"	0
"IFNL1"	0
"IFNL2"	0
"IFNL3"	0
"IFNL4"	0
"IFNLR1"	26
"IFNW1"	0
"IFRD1"	594
"IFRD2"	64
"IFT122"	571
"IFT140"	277
"IFT172"	797
"IFT20"	173
"IFT22"	220
"IFT27"	172
"IFT43"	145
"IFT46"	299
"IFT52"	199
"IFT57"	542
"IFT74"	356
"IFT74-AS1"	1
"IFT80"	715
"IFT81"	355
"IFT88"	444
"IGBP1"	393
"IGBP1P1"	0
"IGDCC3"	56
"IGDCC4"	208
"IGF1"	190
"IGF1R"	2249
"IGF2"	31
"IGF2-AS"	0
"IGF2BP1"	0
"IGF2BP2"	14
"IGF2BP2-AS1"	0
"IGF2BP3"	6
"IGF2R"	1348
"IGFALS"	2
"IGFBP1"	3
"IGFBP2"	88
"IGFBP3"	119
"IGFBP4"	100
"IGFBP5"	1364
"IGFBP6"	31
"IGFBP7"	314
"IGFBP7-AS1"	1
"IGFBPL1"	36
"IGFL1"	0
"IGFL2"	21
"IGFL2-AS1"	0
"IGFL3"	0
"IGFL4"	7
"IGFLR1"	21
"IGFN1"	21
"IGHMBP2"	221
"IGHV1OR15-1"	0
"IGHV1OR15-3"	0
"IGIP"	2161
"IGLL1"	0
"IGLL3P"	0
"IGLL5"	0
"IGLON5"	135
"IGSF1"	92
"IGSF10"	49
"IGSF11"	1466
"IGSF11-AS1"	0
"IGSF21"	488
"IGSF22"	13
"IGSF23"	0
"IGSF3"	399
"IGSF5"	23
"IGSF6"	36
"IGSF8"	1426
"IGSF9"	4
"IGSF9B"	360
"IHH"	1
"IK"	970
"IKBIP"	34
"IKBKB"	253
"IKBKE"	14
"IKBKG"	191
"IKZF1"	63
"IKZF2"	952
"IKZF3"	50
"IKZF4"	242
"IKZF5"	1131
"IL10"	1
"IL10RA"	77
"IL10RB"	143
"IL10RB-AS1"	0
"IL11"	3
"IL11RA"	90
"IL12A"	8
"IL12A-AS1"	33
"IL12B"	0
"IL12RB1"	19
"IL12RB2"	195
"IL13"	1
"IL13RA1"	348
"IL13RA2"	17
"IL15"	6
"IL15RA"	10
"IL16"	53
"IL17A"	0
"IL17B"	0
"IL17C"	1
"IL17D"	314
"IL17F"	0
"IL17RA"	287
"IL17RB"	172
"IL17RC"	68
"IL17RD"	242
"IL17RE"	5
"IL17REL"	1
"IL18"	27
"IL18BP"	48
"IL18R1"	4
"IL18RAP"	11
"IL19"	0
"IL1A"	4
"IL1B"	39
"IL1F10"	0
"IL1R1"	81
"IL1R2"	9
"IL1RAP"	421
"IL1RAPL1"	888
"IL1RAPL2"	108
"IL1RL1"	31
"IL1RL2"	32
"IL1RN"	0
"IL2"	0
"IL20"	0
"IL20RA"	25
"IL20RB"	9
"IL21"	0
"IL21-AS1"	0
"IL21R"	4
"IL21R-AS1"	8
"IL22"	0
"IL22RA1"	1
"IL22RA2"	0
"IL23A"	1
"IL23R"	0
"IL24"	0
"IL25"	1
"IL26"	0
"IL27"	1
"IL27RA"	48
"IL2RA"	0
"IL2RB"	0
"IL2RG"	7
"IL3"	0
"IL31"	0
"IL31RA"	2
"IL32"	10
"IL33"	217
"IL34"	57
"IL36A"	1
"IL36B"	0
"IL36G"	0
"IL36RN"	0
"IL37"	1
"IL3RA"	6
"IL4"	0
"IL4I1"	18
"IL4R"	95
"IL5"	0
"IL5RA"	2
"IL6"	13
"IL6R"	91
"IL6ST"	7881
"IL7"	2
"IL7R"	9
"IL9"	0
"IL9R"	0
"ILDR1"	0
"ILDR2"	1339
"ILF2"	743
"ILF3"	1771
"ILF3-AS1"	209
"ILK"	469
"ILKAP"	339
"ILVBL"	198
"IMMP1L"	74
"IMMP2L"	141
"IMMT"	1012
"IMP3"	213
"IMP4"	494
"IMPA1"	832
"IMPA1P1"	7
"IMPA2"	24
"IMPACT"	427
"IMPAD1"	3723
"IMPDH1"	165
"IMPDH2"	363
"IMPG1"	12
"IMPG2"	71
"INA"	3606
"INAFM1"	71
"INAFM2"	378
"INCA1"	11
"INCENP"	314
"INE1"	24
"INE2"	0
"INF2"	1750
"ING1"	179
"ING2"	206
"ING3"	301
"ING4"	277
"ING5"	462
"INGX"	3
"INHA"	18
"INHBA"	45
"INHBA-AS1"	54
"INHBB"	38
"INHBC"	2
"INHBE"	0
"INIP"	767
"INMT"	3
"INMT-MINDY4"	62
"INO80"	686
"INO80B"	69
"INO80B-WBP1"	218
"INO80C"	76
"INO80D"	1814
"INO80E"	222
"INPP1"	469
"INPP4A"	2357
"INPP4B"	581
"INPP5A"	582
"INPP5B"	444
"INPP5D"	196
"INPP5E"	208
"INPP5F"	3912
"INPP5J"	128
"INPP5K"	305
"INPPL1"	413
"INS"	0
"INS-IGF2"	31
"INSC"	4
"INSIG1"	1242
"INSIG2"	604
"INSL3"	2
"INSL4"	0
"INSL5"	1
"INSL6"	0
"INSM1"	67
"INSM2"	53
"INSR"	1988
"INSRR"	0
"INTS1"	1142
"INTS10"	925
"INTS11"	326
"INTS12"	174
