gene/TE	../../STAR_v252_mapping/CGND_12795/HRA-00089-2_PE.bam
"GORAB"	228
"GORASP1"	890
"GORASP2"	1277
"GOSR1"	1631
"GOSR2"	1263
"GOT1"	2739
"GOT1L1"	4
"GOT2"	2433
"GP1BA"	1
"GP1BB"	127
"GP2"	0
"GP5"	2
"GP6"	39
"GP9"	0
"GPA33"	5
"GPAA1"	814
"GPALPP1"	1128
"GPAM"	988
"GPANK1"	211
"GPAT2"	35
"GPAT3"	81
"GPAT4"	1448
"GPATCH1"	419
"GPATCH11"	1256
"GPATCH2"	898
"GPATCH2L"	4878
"GPATCH3"	268
"GPATCH4"	300
"GPATCH8"	2673
"GPBAR1"	3
"GPBP1"	4700
"GPBP1L1"	2573
"GPC1"	1059
"GPC2"	36
"GPC3"	15
"GPC3-AS1"	0
"GPC4"	228
"GPC5"	330
"GPC5-AS1"	0
"GPC5-AS2"	0
"GPC6"	237
"GPC6-AS1"	0
"GPC6-AS2"	0
"GPCPD1"	1907
"GPD1"	578
"GPD1L"	1837
"GPD2"	2137
"GPER1"	59
"GPHA2"	0
"GPHB5"	3
"GPHN"	1749
"GPI"	5607
"GPIHBP1"	702
"GPKOW"	581
"GPLD1"	497
"GPM6A"	14939
"GPM6B"	39831
"GPN1"	411
"GPN2"	282
"GPN3"	338
"GPNMB"	335
"GPR1"	2
"GPR1-AS"	1
"GPR101"	0
"GPR107"	3390
"GPR108"	462
"GPR119"	0
"GPR12"	521
"GPR132"	26
"GPR135"	165
"GPR137"	441
"GPR137B"	894
"GPR137C"	1190
"GPR139"	1
"GPR141"	48
"GPR142"	0
"GPR143"	58
"GPR146"	162
"GPR148"	0
"GPR149"	33
"GPR15"	0
"GPR150"	40
"GPR151"	8
"GPR152"	0
"GPR153"	111
"GPR155"	3289
"GPR156"	25
"GPR157"	0
"GPR158"	2588
"GPR158-AS1"	14
"GPR160"	37
"GPR161"	432
"GPR162"	799
"GPR17"	132
"GPR171"	1
"GPR173"	420
"GPR174"	1
"GPR176"	586
"GPR179"	256
"GPR18"	2
"GPR180"	1252
"GPR182"	0
"GPR183"	76
"GPR19"	160
"GPR20"	0
"GPR21"	260
"GPR22"	747
"GPR25"	1
"GPR26"	951
"GPR27"	650
"GPR3"	49
"GPR31"	1
"GPR32"	0
"GPR33"	0
"GPR34"	237
"GPR35"	23
"GPR37"	7702
"GPR37L1"	1890
"GPR39"	11
"GPR4"	95
"GPR42"	0
"GPR45"	21
"GPR50"	0
"GPR50-AS1"	0
"GPR52"	152
"GPR55"	8
"GPR6"	37
"GPR61"	200
"GPR62"	587
"GPR63"	506
"GPR65"	91
"GPR68"	21
"GPR75"	560
"GPR75-ASB3"	515
"GPR78"	5
"GPR82"	4
"GPR83"	144
"GPR84"	25
"GPR85"	547
"GPR87"	0
"GPR88"	71
"GPR89A"	336
"GPR89B"	377
"GPRASP1"	4996
"GPRASP2"	955
"GPRC5A"	14
"GPRC5B"	18467
"GPRC5C"	87
"GPRC5D"	0
"GPRC5D-AS1"	17
"GPRC6A"	0
"GPRIN1"	770
"GPRIN2"	37
"GPRIN3"	692
"GPS1"	939
"GPS2"	453
"GPSM1"	672
"GPSM2"	3114
"GPSM3"	118
"GPT"	23
"GPT2"	1487
"GPX1"	684
"GPX2"	0
"GPX3"	460
"GPX4"	1468
"GPX5"	0
"GPX6"	0
"GPX7"	57
"GPX8"	9
"GRAMD1A"	675
"GRAMD1B"	3596
"GRAMD1C"	407
"GRAMD2A"	71
"GRAMD2B"	1920
"GRAMD4"	703
"GRAP"	31
"GRAP2"	7
"GRAPL"	1
"GRASP"	218
"GRASP-AS1"	1
"GRB10"	2132
"GRB14"	113
"GRB2"	3430
"GRB7"	7
"GREB1"	736
"GREB1L"	816
"GREM1"	2015
"GREM2"	196
"GRHL1"	148
"GRHL2"	0
"GRHL3"	34
"GRHPR"	1196
"GRIA1"	2721
"GRIA2"	14089
"GRIA3"	4265
"GRIA4"	2283
"GRID1"	1852
"GRID1-AS1"	0
"GRID2"	522
"GRID2IP"	79
"GRIFIN"	0
"GRIK1"	727
"GRIK1-AS1"	23
"GRIK1-AS2"	16
"GRIK2"	1856
"GRIK3"	1300
"GRIK4"	517
"GRIK5"	762
"GRIN1"	5913
"GRIN2A"	9909
"GRIN2B"	14214
"GRIN2C"	640
"GRIN2D"	92
"GRIN3A"	463
"GRIN3B"	3
"GRINA"	2440
"GRIP1"	382
"GRIP2"	149
"GRIPAP1"	1662
"GRK1"	0
"GRK2"	1598
"GRK3"	3281
"GRK4"	307
"GRK5"	181
"GRK6"	376
"GRK6P1"	35
"GRK7"	17
"GRM1"	709
"GRM2"	168
"GRM3"	4730
"GRM4"	113
"GRM5"	4003
"GRM5-AS1"	3
"GRM6"	1
"GRM7"	467
"GRM7-AS1"	5
"GRM7-AS2"	0
"GRM7-AS3"	3
"GRM8"	225
"GRN"	586
"GRP"	5
"GRPEL1"	608
"GRPEL2"	658
"GRPEL2-AS1"	6
"GRPR"	43
"GRSF1"	3362
"GRTP1"	11
"GRTP1-AS1"	1
"GRWD1"	287
"GRXCR1"	0
"GRXCR2"	0
"GS1-124K5.11"	591
"GS1-124K5.4"	39
"GS1-24F4.2"	0
"GS1-279B7.1"	0
"GS1-594A7.3"	0
"GS1-600G8.3"	2
"GSAP"	552
"GSC"	0
"GSC2"	0
"GSDMA"	0
"GSDMB"	197
"GSDMC"	4
"GSDMD"	87
"GSDME"	378
"GSE1"	964
"GSEC"	28
"GSG1"	1
"GSG1L"	265
"GSG1L2"	1
"GSK3A"	1488
"GSK3B"	4519
"GSKIP"	693
"GSN"	9895
"GSN-AS1"	4
"GSPT1"	3861
"GSPT2"	332
"GSR"	857
"GSS"	435
"GSTA1"	7
"GSTA2"	0
"GSTA3"	0
"GSTA4"	872
"GSTA5"	0
"GSTA7P"	0
"GSTCD"	380
"GSTK1"	560
"GSTM1"	297
"GSTM2"	296
"GSTM2P1"	0
"GSTM3"	1237
"GSTM4"	322
"GSTM5"	268
"GSTO1"	1002
"GSTO2"	180
"GSTP1"	1074
"GSTT1"	219
"GSTT1-AS1"	2
"GSTT2"	79
"GSTT2B"	76
"GSTT4"	0
"GSTTP2"	0
"GSTZ1"	169
"GSX1"	0
"GSX2"	4
"GTDC1"	2444
"GTF2A1"	2804
"GTF2A1L"	1
"GTF2A2"	480
"GTF2B"	450
"GTF2E1"	287
"GTF2E2"	384
"GTF2F1"	931
"GTF2F2"	485
"GTF2H1"	935
"GTF2H2"	189
"GTF2H2B"	248
"GTF2H2C"	148
"GTF2H2C_2"	148
"GTF2H3"	724
"GTF2H4"	245
"GTF2H5"	1077
"GTF2I"	7511
"GTF2IP1"	1596
"GTF2IP12"	93
"GTF2IP20"	233
"GTF2IP23"	75
"GTF2IP4"	1363
"GTF2IP7"	13
"GTF2IRD1"	452
"GTF2IRD1P1"	16
"GTF2IRD2"	419
"GTF2IRD2B"	187
"GTF3A"	1045
"GTF3C1"	2913
"GTF3C2"	742
"GTF3C2-AS1"	0
"GTF3C3"	1100
"GTF3C4"	1373
"GTF3C5"	830
"GTF3C6"	499
"GTPBP1"	1141
"GTPBP10"	1259
"GTPBP2"	503
"GTPBP3"	137
"GTPBP4"	851
"GTPBP6"	183
"GTPBP8"	259
"GTSCR1"	0
"GTSE1"	16
"GTSE1-AS1"	20
"GTSF1"	1
"GTSF1L"	0
"GUCA1A"	11
"GUCA1B"	109
"GUCA1C"	4
"GUCA2A"	0
"GUCA2B"	0
"GUCD1"	614
"GUCY1A1"	2360
"GUCY1A2"	5851
"GUCY1B1"	2888
"GUCY1B2"	18
"GUCY2C"	4
"GUCY2D"	2
"GUCY2EP"	1
"GUCY2F"	4
"GUCY2GP"	0
"GUF1"	1704
"GUK1"	1794
"GULP1"	302
"GUSB"	321
"GUSBP1"	746
"GUSBP10"	5
"GUSBP11"	570
"GUSBP2"	118
"GUSBP3"	663
"GUSBP4"	816
"GUSBP5"	63
"GUSBP9"	863
"GVINP1"	188
"GVQW2"	19
"GVQW3"	624
"GXYLT1"	903
"GXYLT1P3"	527
"GXYLT2"	203
"GYG1"	564
"GYG2"	336
"GYG2P1"	0
"GYPA"	4
"GYPB"	0
"GYPC"	73
"GYPE"	15
"GYS1"	677
"GYS2"	17
"GZF1"	982
"GZMA"	0
"GZMB"	0
"GZMH"	1
"GZMK"	1
"GZMM"	2
"H19"	36
"H1F0"	1274
"H1FNT"	3
"H1FOO"	0
"H1FX"	942
"H1FX-AS1"	66
"H2AFB1"	0
"H2AFB2"	0
"H2AFB3"	0
"H2AFJ"	254
"H2AFV"	5594
"H2AFX"	713
"H2AFY"	1434
"H2AFY2"	191
"H2AFZ"	949
"H2BFM"	0
"H2BFS"	0
"H2BFWT"	0
"H2BFXP"	5
"H3.Y"	0
"H3F3A"	1089
"H3F3AP4"	1089
"H3F3B"	7461
"H3F3C"	2
"H6PD"	1312
"HAAO"	19
"HABP2"	29
"HABP4"	2561
"HACD1"	143
"HACD2"	2580
"HACD3"	4020
"HACD4"	126
"HACE1"	2096
"HACL1"	602
"HADH"	480
"HADHA"	2780
"HADHB"	2571
"HAGH"	843
"HAGHL"	296
"HAGLR"	1075
"HAGLROS"	14
"HAL"	9
"HAMP"	204
"HAND1"	0
"HAND2"	0
"HAND2-AS1"	0
"HAO1"	1
"HAO2"	1
"HAO2-IT1"	0
"HAP1"	387
"HAPLN1"	92
"HAPLN2"	3066
"HAPLN3"	20
"HAPLN4"	1353
"HAR1A"	66
"HAR1B"	24
"HARBI1"	155
"HARS"	1307
"HARS2"	598
"HAS1"	36
"HAS2"	46
"HAS2-AS1"	7
"HAS3"	52
"HASPIN"	6
"HAT1"	681
"HAUS1"	152
"HAUS2"	576
"HAUS3"	584
"HAUS4"	239
"HAUS5"	198
"HAUS6"	1458
"HAUS7"	252
"HAUS8"	41
"HAVCR1"	15
"HAVCR1P1"	0
"HAVCR2"	374
"HAX1"	779
"HBA1"	58
"HBA2"	724
"HBB"	1517
"HBBP1"	1
"HBD"	0
"HBE1"	2
"HBEGF"	523
"HBG1"	0
"HBG2"	3
"HBM"	1
"HBP1"	1729
"HBQ1"	10
"HBS1L"	4105
"HBZ"	2
"HCAR1"	1
"HCAR2"	5
"HCAR3"	0
"HCCAT5"	4
"HCCS"	351
"HCFC1"	2377
"HCFC1-AS1"	1
"HCFC1R1"	388
"HCFC2"	1728
"HCG11"	407
"HCG14"	2
"HCG15"	9
"HCG17"	87
"HCG18"	2355
"HCG20"	18
"HCG2040054"	48
"HCG21"	1
"HCG22"	6
"HCG23"	51
"HCG24"	18
"HCG25"	34
"HCG26"	12
"HCG27"	50
"HCG4"	29
"HCG4B"	19
"HCG9"	3
"HCK"	294
"HCLS1"	558
"HCN1"	2173
"HCN2"	2955
"HCN3"	235
"HCN4"	82
"HCP5"	61
"HCP5B"	14
"HCRT"	1
"HCRTR1"	2
"HCRTR2"	14
"HCST"	39
"HDAC1"	584
"HDAC10"	156
"HDAC11"	2182
"HDAC11-AS1"	3
"HDAC2"	1828
"HDAC2-AS2"	191
"HDAC3"	423
"HDAC4"	2355
"HDAC5"	2126
"HDAC6"	1180
"HDAC7"	433
"HDAC8"	519
"HDAC9"	2039
"HDC"	0
"HDDC2"	769
"HDDC3"	161
"HDGF"	1710
"HDGFL1"	8
"HDGFL2"	793
"HDGFL3"	2140
"HDHD2"	1512
"HDHD3"	116
"HDHD5"	225
"HDHD5-AS1"	21
"HDLBP"	6217
"HDX"	456
"HEATR1"	1828
"HEATR3"	444
"HEATR4"	63
"HEATR5A"	2238
"HEATR5B"	2548
"HEATR6"	852
"HEATR9"	0
"HEBP1"	417
"HEBP2"	213
"HECA"	1816
"HECTD1"	9169
"HECTD2"	943
"HECTD2-AS1"	2
"HECTD3"	784
"HECTD4"	10443
"HECW1"	2219
"HECW1-IT1"	189
"HECW2"	4366
"HEG1"	2540
"HEIH"	286
"HELB"	250
"HELLS"	201
"HELQ"	509
"HELT"	0
"HELZ"	4391
"HELZ2"	159
"HEMGN"	5
"HEMK1"	371
"HENMT1"	271
"HEPACAM"	5989
"HEPACAM2"	11
"HEPH"	771
"HEPHL1"	0
"HEPN1"	4
"HERC1"	13970
"HERC2"	7491
"HERC2P10"	7
"HERC2P11"	53
"HERC2P2"	4256
"HERC2P3"	1621
"HERC2P4"	38
"HERC2P7"	103
"HERC2P9"	544
"HERC3"	3216
"HERC4"	2908
"HERC5"	212
"HERC6"	789
"HERPUD1"	1139
"HERPUD2"	956
"HES1"	173
"HES2"	0
"HES3"	0
"HES4"	111
"HES5"	20
"HES6"	577
"HES7"	3
"HESX1"	19
"HEXA"	1116
"HEXA-AS1"	30
"HEXB"	673
"HEXDC"	251
"HEXIM1"	795
"HEXIM2"	57
"HEY1"	465
"HEY2"	308
"HEYL"	73
"HFE"	42
"HFE2"	8
"HFM1"	268
"HGC6.3"	15
"HGD"	18
"HGF"	404
"HGFAC"	20
"HGH1"	94
"HGS"	1359
"HGSNAT"	1161
"HHAT"	184
"HHATL"	3215
"HHATL-AS1"	13
"HHEX"	50
"HHIP"	3108
"HHIP-AS1"	80
"HHIPL1"	534
"HHIPL2"	5
"HHLA1"	1
"HHLA2"	11
"HHLA3"	211
"HIBADH"	477
"HIBCH"	1250
"HIC1"	107
"HIC2"	228
"HID1"	1407
"HID1-AS1"	0
"HIF1A"	3089
"HIF1A-AS1"	5
"HIF1A-AS2"	98
"HIF1AN"	1451
"HIF3A"	307
"HIGD1A"	3402
"HIGD1B"	36
"HIGD1C"	3
"HIGD2A"	386
"HIGD2B"	1
"HIKESHI"	438
"HILPDA"	963
"HILS1"	16
"HINFP"	319
"HINT1"	1746
"HINT2"	119
"HINT3"	2524
"HIP1"	4970
"HIP1R"	3429
"HIPK1"	4306
"HIPK1-AS1"	57
"HIPK2"	48681
"HIPK3"	5232
"HIPK4"	1
"HIRA"	800
"HIRIP3"	482
"HIST1H1A"	34
"HIST1H1B"	11
"HIST1H1C"	897
"HIST1H1D"	91
"HIST1H1E"	989
"HIST1H1T"	18
"HIST1H2AA"	0
"HIST1H2AB"	14
"HIST1H2AC"	753
"HIST1H2AD"	47
"HIST1H2AE"	269
"HIST1H2AG"	15
"HIST1H2AH"	17
"HIST1H2AI"	6
"HIST1H2AJ"	3
"HIST1H2AK"	37
"HIST1H2AL"	5
"HIST1H2AM"	17
"HIST1H2APS1"	0
"HIST1H2BA"	0
"HIST1H2BB"	34
"HIST1H2BC"	503
"HIST1H2BD"	446
"HIST1H2BE"	85
"HIST1H2BF"	76
"HIST1H2BG"	248
"HIST1H2BH"	10
"HIST1H2BI"	13
"HIST1H2BJ"	53
"HIST1H2BK"	168
"HIST1H2BL"	28
"HIST1H2BM"	14
"HIST1H2BN"	108
"HIST1H2BO"	6
"HIST1H3A"	68
"HIST1H3B"	15
"HIST1H3C"	7
"HIST1H3D"	128
"HIST1H3E"	25
"HIST1H3F"	6
"HIST1H3G"	2
"HIST1H3H"	21
"HIST1H3I"	9
"HIST1H3J"	1
"HIST1H4A"	48
"HIST1H4B"	77
"HIST1H4C"	573
"HIST1H4D"	299
"HIST1H4E"	1790
"HIST1H4F"	49
"HIST1H4G"	0
"HIST1H4H"	276
"HIST1H4I"	41
"HIST1H4J"	90
"HIST1H4K"	148
"HIST1H4L"	3
"HIST2H2AA3"	90
"HIST2H2AA4"	90
"HIST2H2AB"	125
"HIST2H2AC"	344
"HIST2H2BA"	86
"HIST2H2BC"	71
"HIST2H2BE"	1089
"HIST2H2BF"	285
"HIST2H3A"	2
"HIST2H3C"	2
"HIST2H3D"	33
"HIST2H3PS2"	184
"HIST2H4A"	80
"HIST2H4B"	80
"HIST3H2A"	90
"HIST3H2BB"	48
"HIST3H3"	0
"HIST4H4"	161
"HIVEP1"	1957
"HIVEP2"	6553
"HIVEP3"	1308
"HJURP"	4
"HK1"	3773
"HK2"	882
"HK3"	32
"HKDC1"	6
"HKR1"	1004
"HLA-A"	2143
"HLA-B"	1502
"HLA-C"	1399
"HLA-DMA"	231
"HLA-DMB"	175
"HLA-DOA"	167
"HLA-DOB"	21
"HLA-DPA1"	855
"HLA-DPB1"	320
"HLA-DPB2"	27
"HLA-DQA1"	156
"HLA-DQA2"	4
"HLA-DQB1"	275
"HLA-DQB1-AS1"	0
"HLA-DQB2"	7
"HLA-DRA"	1265
"HLA-DRB1"	814
"HLA-DRB3"	0
"HLA-DRB4"	0
"HLA-DRB5"	427
"HLA-DRB6"	18
"HLA-E"	2111
"HLA-F"	115
"HLA-F-AS1"	31
"HLA-G"	0
"HLA-H"	82
"HLA-J"	15
"HLA-L"	107
"HLA-V"	5
"HLCS"	1214
"HLF"	4996
"HLTF"	3004
"HLTF-AS1"	0
"HLX"	17
"HLX-AS1"	3
"HM13"	784
"HM13-AS1"	0
"HMBOX1"	2168
"HMBS"	157
"HMCES"	521
"HMCN1"	62
"HMCN2"	32
"HMG20A"	1471
"HMG20B"	411
"HMGA1"	546
"HMGA1P7"	45
"HMGA2"	5
"HMGB1"	6168
"HMGB2"	484
"HMGB3"	251
"HMGB3P1"	0
"HMGB4"	0
"HMGCL"	309
"HMGCLL1"	665
"HMGCR"	2920
"HMGCS1"	3883
"HMGCS2"	3
"HMGN1"	1161
"HMGN2"	2410
"HMGN2P46"	7
"HMGN3"	1030
"HMGN3-AS1"	51
"HMGN4"	681
"HMGN5"	228
"HMGXB3"	1052
"HMGXB4"	885
"HMHB1"	0
"HMMR"	14
"HMMR-AS1"	0
"HMOX1"	277
"HMOX2"	1149
"HMSD"	106
"HMX1"	22
"HMX2"	0
"HMX3"	0
"HNF1A"	0
"HNF1A-AS1"	0
"HNF1B"	2
"HNF4A"	7
"HNF4A-AS1"	0
"HNF4G"	18
"HNMT"	427
"HNRNPA0"	1817
"HNRNPA1"	4934
"HNRNPA1L2"	355
"HNRNPA1P10"	4262
"HNRNPA1P33"	3
"HNRNPA2B1"	13370
"HNRNPA3"	8256
"HNRNPA3P1"	2
"HNRNPAB"	967
"HNRNPC"	9065
"HNRNPCL1"	0
"HNRNPCL2"	0
"HNRNPCL3"	1
"HNRNPCL4"	1
"HNRNPD"	2802
"HNRNPDL"	8361
"HNRNPF"	1724
"HNRNPH1"	4518
"HNRNPH2"	1343
"HNRNPH3"	3719
"HNRNPK"	8268
"HNRNPKP3"	2
"HNRNPL"	2439
"HNRNPLL"	1243
"HNRNPM"	2619
"HNRNPR"	4380
"HNRNPU"	13265
"HNRNPUL1"	2764
"HNRNPUL2"	3034
"HNRNPUL2-BSCL2"	2943
"HOGA1"	172
"HOMER1"	1879
"HOMER2"	324
"HOMER3"	466
"HOMER3-AS1"	11
"HOMEZ"	365
"HOOK1"	983
"HOOK2"	193
"HOOK3"	6443
"HOPX"	926
"HORMAD1"	12
"HORMAD2"	5
"HORMAD2-AS1"	5
"HOTAIR"	0
"HOTAIRM1"	2
"HOTS"	9
"HOTTIP"	1
"HOXA-AS2"	0
"HOXA-AS3"	0
"HOXA1"	0
"HOXA10"	0
"HOXA10-AS"	0
"HOXA10-HOXA9"	0
"HOXA11"	0
"HOXA11-AS"	0
"HOXA13"	2
"HOXA2"	0
"HOXA3"	0
"HOXA4"	1
"HOXA5"	0
"HOXA6"	0
"HOXA7"	0
"HOXA9"	0
"HOXB-AS1"	2
"HOXB-AS3"	0
"HOXB1"	0
"HOXB13"	0
"HOXB2"	2
"HOXB3"	0
"HOXB4"	1
"HOXB5"	1
"HOXB6"	0
"HOXB7"	0
"HOXB8"	0
"HOXB9"	0
"HOXC-AS1"	0
"HOXC-AS2"	0
"HOXC-AS3"	0
"HOXC10"	0
"HOXC11"	0
"HOXC12"	0
"HOXC13"	0
"HOXC13-AS"	0
"HOXC4"	8
"HOXC5"	0
"HOXC6"	0
"HOXC8"	0
"HOXC9"	0
"HOXD-AS2"	0
"HOXD1"	141
"HOXD10"	0
"HOXD11"	0
"HOXD12"	0
"HOXD13"	0
"HOXD3"	7
"HOXD4"	0
"HOXD8"	0
"HOXD9"	1
"HP"	95
"HP09053"	20
"HP1BP3"	5914
"HPCA"	842
"HPCAL1"	917
"HPCAL4"	4412
"HPD"	10
"HPDL"	11
"HPF1"	628
"HPGD"	24
"HPGDS"	16
"HPN"	154
"HPN-AS1"	802
"HPR"	20
"HPRT1"	1053
"HPS1"	602
"HPS3"	805
"HPS4"	1026
"HPS5"	1305
"HPS6"	214
"HPSE"	70
"HPSE2"	142
"HPVC1"	0
"HPX"	21
"HPYR1"	10
"HR"	1064
"HRAS"	356
"HRASLS"	79
"HRASLS2"	1
"HRASLS5"	173
"HRAT17"	0
"HRAT5"	7
"HRAT92"	39
"HRC"	11
"HRCT1"	19
"HRG"	5
"HRH1"	251
"HRH2"	194
"HRH3"	179
"HRH4"	10
"HRK"	202
"HRNR"	1
"HS1BP3"	429
"HS1BP3-IT1"	20
"HS2ST1"	1690
"HS3ST1"	68
"HS3ST2"	312
"HS3ST3A1"	16
"HS3ST3B1"	128
"HS3ST4"	511
"HS3ST5"	318
"HS3ST6"	0
"HS6ST1"	1735
"HS6ST2"	338
"HS6ST2-AS1"	1
"HS6ST3"	2136
"HSBP1"	2050
"HSBP1L1"	85
"HSCB"	131
"HSD11B1"	276
"HSD11B1L"	365
"HSD11B2"	16
"HSD17B1"	51
"HSD17B10"	234
"HSD17B11"	602
"HSD17B12"	2662
"HSD17B13"	34
"HSD17B14"	138
"HSD17B2"	0
"HSD17B3"	321
"HSD17B3-AS1"	0
"HSD17B4"	4482
"HSD17B6"	135
"HSD17B7"	341
"HSD17B7P2"	234
"HSD17B8"	62
"HSD3B1"	1
"HSD3B2"	1
"HSD3B7"	139
"HSD3BP4"	2
"HSD52"	0
"HSDL1"	992
"HSDL2"	1316
"HSF1"	677
"HSF2"	795
"HSF2BP"	32
"HSF4"	412
"HSF5"	17
"HSFX1"	30
"HSFX2"	30
"HSFX3"	0
"HSFX4"	0
"HSFY1"	0
"HSFY1P1"	0
"HSFY2"	0
"HSH2D"	12
"HSP90AA1"	52187
"HSP90AB1"	24933
"HSP90AB4P"	119
"HSP90B1"	12760
"HSP90B2P"	159
"HSPA12A"	5668
"HSPA12B"	68
"HSPA13"	2110
"HSPA14"	753
"HSPA1A"	3919
"HSPA1B"	3161
"HSPA1L"	155
"HSPA2"	7837
"HSPA4"	3986
"HSPA4L"	2454
"HSPA5"	7139
"HSPA6"	37
"HSPA7"	117
"HSPA8"	27667
"HSPA9"	5863
"HSPB1"	1318
"HSPB11"	271
"HSPB2"	46
"HSPB2-C11orf52"	10
"HSPB3"	43
"HSPB6"	190
"HSPB7"	18
"HSPB8"	1964
"HSPB9"	3
"HSPBAP1"	248
"HSPBP1"	398
"HSPC324"	2
"HSPD1"	4465
"HSPE1"	632
"HSPE1-MOB4"	1129
"HSPG2"	564
"HSPH1"	7416
"HTATIP2"	618
"HTATSF1"	2312
"HTATSF1P2"	33
"HTD2"	332
"HTN1"	0
"HTN3"	0
"HTR1A"	150
"HTR1B"	152
"HTR1D"	19
"HTR1E"	155
"HTR1F"	214
"HTR2A"	1361
"HTR2A-AS1"	0
"HTR2B"	6
"HTR2C"	102
"HTR3A"	3
"HTR3B"	79
"HTR3C"	0
"HTR3D"	0
"HTR3E"	0
"HTR3E-AS1"	9
"HTR4"	107
"HTR5A"	320
"HTR5A-AS1"	240
"HTR6"	55
"HTR7"	40
"HTR7P1"	119
"HTRA1"	5445
"HTRA2"	321
"HTRA3"	6
"HTRA4"	9
"HTT"	5652
"HTT-AS"	7
"HULC"	24
"HUNK"	316
"HUS1"	533
"HUS1B"	13
"HUWE1"	15265
"HVCN1"	91
"HYAL1"	38
"HYAL2"	206
"HYAL3"	57
"HYAL4"	0
"HYALP1"	0
"HYDIN"	3720
"HYDIN2"	0
"HYI"	255
"HYKK"	118
"HYLS1"	111
"HYMAI"	38
"HYOU1"	3795
"HYPK"	152
"HYPM"	0
"IAH1"	497
"IAPP"	0
"IARS"	3461
"IARS2"	2041
"IBA57"	340
"IBA57-AS1"	19
"IBSP"	0
"IBTK"	3844
"ICA1"	845
"ICA1L"	1441
"ICAM1"	211
"ICAM2"	149
"ICAM3"	23
"ICAM4"	0
"ICAM5"	489
"ICE1"	3593
"ICE2"	1843
"ICK"	1640
"ICMT"	1026
"ICOS"	0
"ICOSLG"	1969
"ID1"	321
"ID2"	1473
"ID2-AS1"	37
"ID3"	378
"ID4"	715
"IDE"	1223
"IDH1"	813
"IDH1-AS1"	6
"IDH2"	1807
"IDH2-DT"	24
"IDH3A"	2227
"IDH3B"	861
"IDH3G"	569
"IDI1"	1931
"IDI2"	0
"IDI2-AS1"	78
"IDNK"	172
"IDO1"	0
"IDO2"	0
"IDS"	27817
"IDUA"	197
"IER2"	276
"IER3"	92
"IER3-AS1"	12
"IER3IP1"	350
"IER5"	425
"IER5L"	265
"IFFO1"	634
"IFFO2"	752
"IFI16"	1420
"IFI27"	274
"IFI27L1"	64
"IFI27L2"	221
"IFI30"	135
"IFI35"	74
"IFI44"	236
"IFI44L"	417
"IFI6"	426
"IFIH1"	301
"IFIT1"	1031
"IFIT1B"	3
"IFIT2"	1318
"IFIT3"	349
"IFIT5"	941
"IFITM1"	930
"IFITM10"	236
"IFITM2"	459
"IFITM3"	1888
"IFITM4P"	6
"IFITM5"	0
"IFNA1"	0
"IFNA10"	0
"IFNA13"	8
"IFNA14"	1
"IFNA16"	0
"IFNA17"	0
"IFNA2"	22
"IFNA21"	0
"IFNA22P"	0
"IFNA4"	0
"IFNA5"	0
"IFNA6"	1
"IFNA7"	0
"IFNA8"	0
"IFNAR1"	4033
"IFNAR2"	695
"IFNB1"	0
"IFNE"	20
"IFNG"	0
"IFNG-AS1"	5
"IFNGR1"	1847
"IFNGR2"	778
"IFNK"	0
"IFNL1"	0
"IFNL2"	0
"IFNL3"	0
"IFNL4"	1
"IFNLR1"	63
"IFNW1"	0
"IFRD1"	1174
"IFRD2"	159
"IFT122"	832
"IFT140"	498
"IFT172"	1524
"IFT20"	368
"IFT22"	329
"IFT27"	360
"IFT43"	290
"IFT46"	586
"IFT52"	338
"IFT57"	651
"IFT74"	661
"IFT74-AS1"	4
"IFT80"	1741
"IFT81"	586
"IFT88"	1170
"IGBP1"	661
"IGBP1P1"	0
"IGDCC3"	111
"IGDCC4"	487
"IGF1"	163
"IGF1R"	3671
"IGF2"	111
"IGF2-AS"	0
"IGF2BP1"	0
"IGF2BP2"	24
"IGF2BP2-AS1"	0
"IGF2BP3"	12
"IGF2R"	2807
"IGFALS"	16
"IGFBP1"	14
"IGFBP2"	170
"IGFBP3"	372
"IGFBP4"	340
"IGFBP5"	2562
"IGFBP6"	69
"IGFBP7"	979
"IGFBP7-AS1"	10
"IGFBPL1"	72
"IGFL1"	1
"IGFL2"	50
"IGFL2-AS1"	0
"IGFL3"	1
"IGFL4"	16
"IGFLR1"	76
"IGFN1"	29
"IGHMBP2"	343
"IGHV1OR15-1"	0
"IGHV1OR15-3"	0
"IGIP"	2525
"IGLL1"	0
"IGLL3P"	0
"IGLL5"	1
"IGLON5"	247
"IGSF1"	112
"IGSF10"	100
"IGSF11"	2752
"IGSF11-AS1"	0
"IGSF21"	519
"IGSF22"	16
"IGSF23"	0
"IGSF3"	436
"IGSF5"	20
"IGSF6"	91
"IGSF8"	3209
"IGSF9"	8
"IGSF9B"	492
"IHH"	1
"IK"	1457
"IKBIP"	92
"IKBKB"	634
"IKBKE"	98
"IKBKG"	399
"IKZF1"	241
"IKZF2"	1613
"IKZF3"	55
"IKZF4"	461
"IKZF5"	1664
"IL10"	10
"IL10RA"	218
"IL10RB"	340
"IL10RB-AS1"	5
"IL11"	10
"IL11RA"	174
"IL12A"	15
"IL12A-AS1"	30
"IL12B"	0
"IL12RB1"	55
"IL12RB2"	148
"IL13"	2
"IL13RA1"	758
"IL13RA2"	9
