gene/TE	../../STAR_v252_mapping/CGND_12856/HRA-00084-2_PE.bam
"HPCA"	768
"HPCAL1"	956
"HPCAL4"	4091
"HPD"	2
"HPDL"	7
"HPF1"	230
"HPGD"	19
"HPGDS"	13
"HPN"	68
"HPN-AS1"	45
"HPR"	28
"HPRT1"	739
"HPS1"	534
"HPS3"	514
"HPS4"	643
"HPS5"	623
"HPS6"	181
"HPSE"	50
"HPSE2"	179
"HPVC1"	1
"HPX"	9
"HPYR1"	19
"HR"	705
"HRAS"	242
"HRASLS"	96
"HRASLS2"	2
"HRASLS5"	98
"HRAT17"	0
"HRAT5"	6
"HRAT92"	33
"HRC"	6
"HRCT1"	2
"HRG"	1
"HRH1"	291
"HRH2"	233
"HRH3"	289
"HRH4"	4
"HRK"	286
"HRNR"	0
"HS1BP3"	232
"HS1BP3-IT1"	12
"HS2ST1"	1461
"HS3ST1"	82
"HS3ST2"	446
"HS3ST3A1"	13
"HS3ST3B1"	103
"HS3ST4"	529
"HS3ST5"	133
"HS3ST6"	0
"HS6ST1"	2203
"HS6ST2"	254
"HS6ST2-AS1"	0
"HS6ST3"	2338
"HSBP1"	1069
"HSBP1L1"	43
"HSCB"	80
"HSD11B1"	112
"HSD11B1L"	345
"HSD11B2"	24
"HSD17B1"	15
"HSD17B10"	113
"HSD17B11"	361
"HSD17B12"	1557
"HSD17B13"	28
"HSD17B14"	91
"HSD17B2"	0
"HSD17B3"	56
"HSD17B3-AS1"	0
"HSD17B4"	2256
"HSD17B6"	123
"HSD17B7"	157
"HSD17B7P2"	95
"HSD17B8"	20
"HSD3B1"	0
"HSD3B2"	0
"HSD3B7"	51
"HSD3BP4"	0
"HSD52"	1
"HSDL1"	782
"HSDL2"	786
"HSF1"	609
"HSF2"	538
"HSF2BP"	24
"HSF4"	207
"HSF5"	13
"HSFX1"	30
"HSFX2"	30
"HSFX3"	0
"HSFX4"	0
"HSFY1"	11
"HSFY1P1"	0
"HSFY2"	11
"HSH2D"	6
"HSP90AA1"	31661
"HSP90AB1"	15944
"HSP90AB4P"	113
"HSP90B1"	5687
"HSP90B2P"	152
"HSPA12A"	4284
"HSPA12B"	81
"HSPA13"	1661
"HSPA14"	535
"HSPA1A"	2401
"HSPA1B"	2397
"HSPA1L"	85
"HSPA2"	2751
"HSPA4"	2909
"HSPA4L"	2232
"HSPA5"	4647
"HSPA6"	18
"HSPA7"	28
"HSPA8"	18483
"HSPA9"	3481
"HSPB1"	1331
"HSPB11"	141
"HSPB2"	50
"HSPB2-C11orf52"	13
"HSPB3"	32
"HSPB6"	185
"HSPB7"	22
"HSPB8"	1611
"HSPB9"	0
"HSPBAP1"	178
"HSPBP1"	316
"HSPC324"	2
"HSPD1"	2562
"HSPE1"	284
"HSPE1-MOB4"	703
"HSPG2"	462
"HSPH1"	6914
"HTATIP2"	251
"HTATSF1"	1305
"HTATSF1P2"	16
"HTD2"	226
"HTN1"	0
"HTN3"	0
"HTR1A"	187
"HTR1B"	185
"HTR1D"	16
"HTR1E"	184
"HTR1F"	299
"HTR2A"	1393
"HTR2A-AS1"	0
"HTR2B"	4
"HTR2C"	70
"HTR3A"	5
"HTR3B"	126
"HTR3C"	0
"HTR3D"	0
"HTR3E"	1
"HTR3E-AS1"	4
"HTR4"	108
"HTR5A"	285
"HTR5A-AS1"	193
"HTR6"	39
"HTR7"	44
"HTR7P1"	70
"HTRA1"	2936
"HTRA2"	183
"HTRA3"	4
"HTRA4"	6
"HTT"	5097
"HTT-AS"	7
"HULC"	31
"HUNK"	284
"HUS1"	420
"HUS1B"	8
"HUWE1"	12316
"HVCN1"	81
"HYAL1"	36
"HYAL2"	231
"HYAL3"	86
"HYAL4"	1
"HYALP1"	0
"HYDIN"	2931
"HYDIN2"	0
"HYI"	66
"HYKK"	70
"HYLS1"	95
"HYMAI"	54
"HYOU1"	2133
"HYPK"	68
"HYPM"	2
"IAH1"	265
"IAPP"	0
"IARS"	2028
"IARS2"	1108
"IBA57"	265
"IBA57-AS1"	7
"IBSP"	1
"IBTK"	1914
"ICA1"	693
"ICA1L"	1313
"ICAM1"	102
"ICAM2"	172
"ICAM3"	22
"ICAM4"	2
"ICAM5"	515
"ICE1"	2518
"ICE2"	1085
"ICK"	1024
"ICMT"	838
"ICOS"	1
"ICOSLG"	426
"ID1"	303
"ID2"	1007
"ID2-AS1"	49
"ID3"	257
"ID4"	1057
"IDE"	881
"IDH1"	528
"IDH1-AS1"	3
"IDH2"	809
"IDH2-DT"	8
"IDH3A"	1736
"IDH3B"	444
"IDH3G"	355
"IDI1"	1030
"IDI2"	1
"IDI2-AS1"	59
"IDNK"	83
"IDO1"	0
"IDO2"	0
"IDS"	33857
"IDUA"	120
"IER2"	275
"IER3"	58
"IER3-AS1"	18
"IER3IP1"	248
"IER5"	383
"IER5L"	167
"IFFO1"	499
"IFFO2"	538
"IFI16"	588
"IFI27"	234
"IFI27L1"	41
"IFI27L2"	84
"IFI30"	58
"IFI35"	42
"IFI44"	112
"IFI44L"	220
"IFI6"	263
"IFIH1"	202
"IFIT1"	778
"IFIT1B"	1
"IFIT2"	506
"IFIT3"	220
"IFIT5"	715
"IFITM1"	402
"IFITM10"	274
"IFITM2"	351
"IFITM3"	865
"IFITM4P"	3
"IFITM5"	0
"IFNA1"	2
"IFNA10"	0
"IFNA13"	2
"IFNA14"	0
"IFNA16"	0
"IFNA17"	0
"IFNA2"	15
"IFNA21"	0
"IFNA22P"	0
"IFNA4"	0
"IFNA5"	0
"IFNA6"	5
"IFNA7"	0
"IFNA8"	0
"IFNAR1"	2666
"IFNAR2"	475
"IFNB1"	0
"IFNE"	25
"IFNG"	1
"IFNG-AS1"	10
"IFNGR1"	909
"IFNGR2"	573
"IFNK"	0
"IFNL1"	0
"IFNL2"	0
"IFNL3"	0
"IFNL4"	1
"IFNLR1"	42
"IFNW1"	0
"IFRD1"	801
"IFRD2"	116
"IFT122"	514
"IFT140"	430
"IFT172"	929
"IFT20"	281
"IFT22"	197
"IFT27"	199
"IFT43"	140
"IFT46"	416
"IFT52"	151
"IFT57"	496
"IFT74"	401
"IFT74-AS1"	0
"IFT80"	859
"IFT81"	410
"IFT88"	443
"IGBP1"	375
"IGBP1P1"	0
"IGDCC3"	60
"IGDCC4"	313
"IGF1"	140
"IGF1R"	3457
"IGF2"	119
"IGF2-AS"	0
"IGF2BP1"	0
"IGF2BP2"	11
"IGF2BP2-AS1"	0
"IGF2BP3"	11
"IGF2R"	1716
"IGFALS"	5
"IGFBP1"	2
"IGFBP2"	96
"IGFBP3"	201
"IGFBP4"	255
"IGFBP5"	1991
"IGFBP6"	63
"IGFBP7"	730
"IGFBP7-AS1"	7
"IGFBPL1"	53
"IGFL1"	1
"IGFL2"	23
"IGFL2-AS1"	0
"IGFL3"	0
"IGFL4"	21
"IGFLR1"	19
"IGFN1"	9
"IGHMBP2"	276
"IGHV1OR15-1"	0
"IGHV1OR15-3"	0
"IGIP"	2305
"IGLL1"	0
"IGLL3P"	0
"IGLL5"	1
"IGLON5"	232
"IGSF1"	79
"IGSF10"	47
"IGSF11"	1176
"IGSF11-AS1"	0
"IGSF21"	636
"IGSF22"	24
"IGSF23"	0
"IGSF3"	362
"IGSF5"	35
"IGSF6"	44
"IGSF8"	1488
"IGSF9"	3
"IGSF9B"	706
"IHH"	0
"IK"	847
"IKBIP"	68
"IKBKB"	391
"IKBKE"	42
"IKBKG"	193
"IKZF1"	174
"IKZF2"	1099
"IKZF3"	62
"IKZF4"	366
"IKZF5"	1109
"IL10"	3
"IL10RA"	113
"IL10RB"	173
"IL10RB-AS1"	0
"IL11"	2
"IL11RA"	93
"IL12A"	12
"IL12A-AS1"	47
"IL12B"	0
"IL12RB1"	22
"IL12RB2"	170
"IL13"	2
"IL13RA1"	505
"IL13RA2"	10
"IL15"	20
"IL15RA"	16
"IL16"	142
"IL17A"	0
"IL17B"	0
"IL17C"	0
"IL17D"	561
"IL17F"	1
"IL17RA"	431
"IL17RB"	269
"IL17RC"	105
"IL17RD"	431
"IL17RE"	11
"IL17REL"	2
"IL18"	27
"IL18BP"	95
"IL18R1"	19
"IL18RAP"	22
"IL19"	0
"IL1A"	8
"IL1B"	35
"IL1F10"	0
"IL1R1"	180
"IL1R2"	25
"IL1RAP"	468
"IL1RAPL1"	859
"IL1RAPL2"	47
"IL1RL1"	34
"IL1RL2"	38
"IL1RN"	0
"IL2"	0
"IL20"	0
"IL20RA"	38
"IL20RB"	14
"IL21"	0
"IL21-AS1"	0
"IL21R"	5
"IL21R-AS1"	19
"IL22"	0
"IL22RA1"	1
"IL22RA2"	0
"IL23A"	0
"IL23R"	0
"IL24"	0
"IL25"	0
"IL26"	0
"IL27"	0
"IL27RA"	51
"IL2RA"	0
"IL2RB"	2
"IL2RG"	8
"IL3"	0
"IL31"	0
"IL31RA"	5
"IL32"	65
"IL33"	201
"IL34"	106
"IL36A"	0
"IL36B"	0
"IL36G"	0
"IL36RN"	0
"IL37"	0
"IL3RA"	21
"IL4"	0
"IL4I1"	27
"IL4R"	185
"IL5"	0
"IL5RA"	8
"IL6"	6
"IL6R"	266
"IL6ST"	9309
"IL7"	3
"IL7R"	20
"IL9"	0
"IL9R"	0
"ILDR1"	1
"ILDR2"	1686
"ILF2"	656
"ILF3"	2190
"ILF3-AS1"	158
"ILK"	555
"ILKAP"	391
"ILVBL"	236
"IMMP1L"	62
"IMMP2L"	143
"IMMT"	962
"IMP3"	207
"IMP4"	531
"IMPA1"	843
"IMPA1P1"	11
"IMPA2"	50
"IMPACT"	443
"IMPAD1"	3136
"IMPDH1"	321
"IMPDH2"	332
"IMPG1"	15
"IMPG2"	125
"INA"	3168
"INAFM1"	82
"INAFM2"	508
"INCA1"	12
"INCENP"	320
"INE1"	33
"INE2"	0
"INF2"	1658
"ING1"	289
"ING2"	214
"ING3"	300
"ING4"	294
"ING5"	813
"INGX"	0
"INHA"	18
"INHBA"	129
"INHBA-AS1"	44
"INHBB"	119
"INHBC"	1
"INHBE"	2
"INIP"	775
"INMT"	13
"INMT-MINDY4"	124
"INO80"	860
"INO80B"	68
"INO80B-WBP1"	273
"INO80C"	94
"INO80D"	2005
"INO80E"	263
"INPP1"	582
"INPP4A"	2832
"INPP4B"	703
"INPP5A"	828
"INPP5B"	519
"INPP5D"	241
"INPP5E"	360
"INPP5F"	3325
"INPP5J"	237
"INPP5K"	412
"INPPL1"	739
"INS"	0
"INS-IGF2"	111
"INSC"	5
"INSIG1"	758
"INSIG2"	664
"INSL3"	4
"INSL4"	0
"INSL5"	4
"INSL6"	0
"INSM1"	70
"INSM2"	40
"INSR"	2450
"INSRR"	1
"INTS1"	1660
"INTS10"	1229
"INTS11"	467
"INTS12"	191
"INTS13"	418
"INTS14"	259
"INTS2"	730
"INTS3"	1328
"INTS4"	313
"INTS4P1"	266
"INTS4P2"	151
"INTS5"	177
"INTS6"	1286
"INTS6-AS1"	75
"INTS6L"	422
"INTS6L-AS1"	0
"INTS7"	478
"INTS8"	966
"INTS9"	204
"INTU"	631
"INVS"	578
"IP6K1"	1934
"IP6K2"	631
"IP6K3"	165
"IPCEF1"	3311
"IPMK"	468
"IPO11"	864
"IPO11-LRRC70"	160
"IPO13"	1422
"IPO4"	82
"IPO5"	3314
"IPO5P1"	602
"IPO7"	3874
"IPO8"	1705
"IPO9"	2151
"IPO9-AS1"	2
"IPP"	258
"IPPK"	340
"IPW"	2995
"IQCA1"	381
"IQCA1L"	0
"IQCB1"	329
"IQCC"	46
"IQCD"	16
"IQCE"	1000
"IQCF1"	3
"IQCF2"	0
"IQCF3"	12
"IQCF4"	4
"IQCF5"	1
"IQCF5-AS1"	0
"IQCF6"	0
"IQCG"	209
"IQCH"	71
"IQCH-AS1"	101
"IQCJ"	236
"IQCJ-SCHIP1"	899
"IQCJ-SCHIP1-AS1"	0
"IQCK"	173
"IQCN"	41
"IQGAP1"	3306
"IQGAP2"	98
"IQGAP3"	41
"IQSEC1"	7633
"IQSEC2"	2268
"IQSEC3"	2301
"IQUB"	233
"IRAIN"	15
"IRAK1"	536
"IRAK1BP1"	271
"IRAK2"	158
"IRAK3"	273
"IRAK4"	206
"IREB2"	1841
"IRF1"	99
"IRF2"	353
"IRF2BP1"	430
"IRF2BP2"	2769
"IRF2BPL"	871
"IRF3"	176
"IRF4"	3
"IRF5"	57
"IRF6"	36
"IRF7"	62
"IRF8"	147
"IRF9"	314
"IRGC"	1
"IRGM"	2
"IRGQ"	1857
"IRS1"	737
"IRS2"	4346
"IRS4"	29
"IRX1"	0
"IRX2"	2
"IRX3"	6
"IRX4"	0
"IRX5"	0
"IRX6"	1
"ISCA1"	1128
"ISCA2"	157
"ISCU"	1203
"ISG15"	36
"ISG20"	31
"ISG20L2"	376
"ISL1"	0
"ISL2"	0
"ISLR"	182
"ISLR2"	471
"ISM1"	20
"ISM1-AS1"	4
"ISM2"	5
"ISOC1"	209
"ISOC2"	144
"ISPD"	335
"ISPD-AS1"	0
"IST1"	1323
"ISX"	0
"ISX-AS1"	69
"ISY1"	188
"ISY1-RAB43"	208
"ISYNA1"	77
"ITCH"	2979
"ITFG1"	1529
"ITFG1-AS1"	12
"ITFG2"	260
"ITFG2-AS1"	41
"ITGA1"	429
"ITGA10"	85
"ITGA11"	56
"ITGA2"	729
"ITGA2B"	45
"ITGA3"	412
"ITGA4"	98
"ITGA5"	197
"ITGA6"	1614
"ITGA7"	477
"ITGA8"	396
"ITGA9"	392
"ITGA9-AS1"	87
"ITGAD"	1
"ITGAE"	76
"ITGAL"	67
"ITGAM"	149
"ITGAV"	4475
"ITGAX"	185
"ITGB1"	2757
"ITGB1BP1"	833
"ITGB1BP2"	13
"ITGB2"	326
"ITGB2-AS1"	11
"ITGB3"	95
"ITGB3BP"	89
"ITGB4"	1149
"ITGB5"	457
"ITGB6"	0
"ITGB7"	8
"ITGB8"	6875
"ITGBL1"	46
"ITIH1"	0
"ITIH2"	56
"ITIH3"	2
"ITIH4"	110
"ITIH4-AS1"	0
"ITIH5"	247
"ITIH6"	0
"ITK"	8
"ITLN1"	0
"ITLN2"	0
"ITM2A"	750
"ITM2B"	6091
"ITM2C"	6036
"ITPA"	127
"ITPK1"	3745
"ITPK1-AS1"	0
"ITPKA"	504
"ITPKB"	6185
"ITPKB-IT1"	33
"ITPKC"	175
"ITPR1"	8351
"ITPR1-AS1"	31
"ITPR2"	4024
"ITPR3"	200
"ITPRIP"	138
"ITPRIPL1"	17
"ITPRIPL2"	593
"ITSN1"	3981
"ITSN2"	2418
"IVD"	804
"IVL"	0
"IVNS1ABP"	1728
"IWS1"	971
"IYD"	1
"IZUMO1"	2
"IZUMO1R"	0
"IZUMO2"	1
"IZUMO3"	0
"IZUMO4"	55
"JADE1"	756
"JADE2"	2002
"JADE3"	182
"JAG1"	518
"JAG2"	383
"JAGN1"	157
"JAK1"	2535
"JAK2"	1385
"JAK3"	203
"JAKMIP1"	854
"JAKMIP2"	2013
"JAKMIP2-AS1"	0
"JAKMIP3"	869
"JAM2"	721
"JAM3"	2184
"JAML"	15
"JARID2"	763
"JARID2-AS1"	0
"JAZF1"	762
"JAZF1-AS1"	83
"JCAD"	1965
"JCHAIN"	2
"JDP2"	316
"JHDM1D-AS1"	30
"JHY"	213
"JKAMP"	589
"JMJD1C"	4433
"JMJD1C-AS1"	2
"JMJD4"	146
"JMJD6"	774
"JMJD7"	71
"JMJD7-PLA2G4B"	114
"JMJD8"	245
"JMY"	2429
"JOSD1"	959
"JOSD2"	100
"JPH1"	643
"JPH2"	13
"JPH3"	3252
"JPH4"	4158
"JPT1"	333
"JPT2"	364
"JPX"	110
"JRK"	814
"JRKL"	308
"JRKL-AS1"	0
"JSRP1"	3
"JTB"	546
"JUN"	1664
"JUNB"	462
"JUND"	1979
"JUP"	249
"KAAG1"	0
"KALRN"	8446
"KANK1"	1609
"KANK2"	478
"KANK3"	116
"KANK4"	71
"KANSL1"	2523
"KANSL1-AS1"	15
"KANSL1L"	901
"KANSL2"	306
"KANSL3"	1082
"KANTR"	933
"KARS"	716
"KAT14"	596
"KAT2A"	739
"KAT2B"	2642
"KAT5"	451
"KAT6A"	2638
"KAT6B"	2161
"KAT7"	1326
"KAT8"	362
"KATNA1"	127
"KATNAL1"	1673
"KATNAL2"	265
"KATNB1"	502
"KATNBL1"	763
"KATNBL1P6"	2
"KAZALD1"	17
"KAZN"	1699
"KAZN-AS1"	0
"KBTBD11"	4691
"KBTBD11-OT1"	24
"KBTBD12"	232
"KBTBD13"	1
"KBTBD2"	1089
"KBTBD3"	650
"KBTBD4"	217
"KBTBD6"	888
"KBTBD7"	572
"KBTBD8"	231
"KC6"	0
"KCCAT198"	0
"KCCAT333"	5
"KCMF1"	1032
"KCNA1"	2296
"KCNA10"	0
"KCNA2"	2631
"KCNA3"	917
"KCNA4"	485
"KCNA5"	60
"KCNA6"	959
"KCNA7"	0
"KCNAB1"	933
"KCNAB1-AS1"	0
"KCNAB1-AS2"	0
"KCNAB2"	5463
"KCNAB3"	131
"KCNB1"	5864
"KCNB2"	213
"KCNC1"	2140
"KCNC2"	3935
"KCNC3"	1219
"KCNC4"	827
"KCNC4-AS1"	7
"KCND1"	122
"KCND2"	1009
"KCND3"	880
"KCND3-AS1"	0
"KCND3-IT1"	38
"KCNE1"	7
"KCNE1B"	1
"KCNE2"	3
"KCNE3"	32
"KCNE4"	64
"KCNE5"	7
"KCNF1"	492
"KCNG1"	121
"KCNG2"	16
"KCNG3"	308
"KCNG4"	19
"KCNH1"	1700
"KCNH1-IT1"	55
"KCNH2"	392
"KCNH3"	1436
"KCNH4"	74
"KCNH5"	661
"KCNH6"	22
"KCNH7"	1052
"KCNH8"	661
"KCNIP1"	234
"KCNIP2"	882
"KCNIP2-AS1"	5
"KCNIP3"	504
"KCNIP4"	1629
"KCNIP4-IT1"	4785
"KCNJ1"	10
"KCNJ10"	3771
"KCNJ11"	207
"KCNJ12"	163
"KCNJ13"	6
"KCNJ14"	72
"KCNJ15"	7
"KCNJ16"	312
"KCNJ18"	51
"KCNJ2"	939
"KCNJ2-AS1"	47
"KCNJ3"	1955
"KCNJ4"	744
"KCNJ5"	48
"KCNJ6"	602
"KCNJ8"	86
"KCNJ9"	1422
"KCNK1"	787
"KCNK10"	452
"KCNK12"	346
"KCNK13"	32
"KCNK15"	7
"KCNK15-AS1"	37
"KCNK16"	0
"KCNK17"	0
"KCNK18"	1
"KCNK2"	213
"KCNK3"	197
"KCNK4"	32
"KCNK4-TEX40"	32
"KCNK5"	1
"KCNK6"	30
"KCNK7"	4
"KCNK9"	246
"KCNMA1"	6966
"KCNMA1-AS1"	0
"KCNMA1-AS2"	0
"KCNMA1-AS3"	0
"KCNMB1"	10
"KCNMB2"	224
"KCNMB2-AS1"	17
"KCNMB3"	110
"KCNMB4"	1796
"KCNN1"	826
"KCNN2"	485
"KCNN3"	1912
"KCNN4"	21
"KCNQ1"	27
"KCNQ1-AS1"	0
"KCNQ1DN"	5
"KCNQ1OT1"	3064
"KCNQ2"	5280
"KCNQ3"	4354
"KCNQ4"	128
"KCNQ5"	3026
"KCNQ5-AS1"	1
"KCNQ5-IT1"	454
"KCNRG"	82
"KCNS1"	1505
"KCNS2"	441
"KCNS3"	67
"KCNT1"	1097
"KCNT2"	849
"KCNU1"	0
"KCNV1"	1345
"KCNV2"	0
"KCP"	1
"KCTD1"	1110
"KCTD10"	678
"KCTD11"	58
"KCTD12"	3170
"KCTD13"	302
"KCTD14"	16
"KCTD15"	368
"KCTD16"	2193
"KCTD17"	434
"KCTD18"	227
"KCTD19"	2
"KCTD2"	1369
"KCTD20"	1077
"KCTD21"	364
"KCTD21-AS1"	11
"KCTD3"	1600
"KCTD4"	144
"KCTD5"	195
"KCTD6"	397
"KCTD7"	836
"KCTD8"	247
"KCTD9"	404
"KDELC1"	125
"KDELC2"	203
"KDELR1"	465
"KDELR2"	788
"KDELR3"	8
"KDF1"	5
"KDM1A"	1081
"KDM1B"	667
"KDM2A"	1770
"KDM2B"	562
"KDM3A"	1481
"KDM3B"	2276
"KDM4A"	800
"KDM4A-AS1"	6
"KDM4B"	681
"KDM4C"	1242
"KDM4D"	21
"KDM4E"	0
"KDM5A"	2650
"KDM5B"	1363
"KDM5C"	1400
"KDM5D"	1529
"KDM6A"	989
"KDM6B"	487
"KDM7A"	1203
"KDM8"	98
"KDR"	302
"KDSR"	1131
"KEAP1"	590
"KEL"	60
"KERA"	2
"KHDC1"	111
"KHDC1L"	4
"KHDC3L"	1
"KHDC4"	635
"KHDRBS1"	1407
"KHDRBS2"	1045
"KHDRBS3"	1885
"KHK"	114
"KHNYN"	545
"KHSRP"	1337
"KIAA0040"	97
"KIAA0087"	1
"KIAA0100"	3576
"KIAA0141"	838
"KIAA0232"	3373
"KIAA0319"	1081
"KIAA0319L"	1380
"KIAA0355"	698
"KIAA0368"	4255
"KIAA0391"	553
"KIAA0408"	2254
"KIAA0513"	6544
"KIAA0556"	586
"KIAA0586"	1026
"KIAA0753"	708
"KIAA0754"	548
"KIAA0825"	532
"KIAA0895"	447
"KIAA0895L"	407
"KIAA0930"	3390
"KIAA1024"	180
"KIAA1024L"	1
"KIAA1107"	5178
"KIAA1109"	13726
"KIAA1143"	1003
"KIAA1147"	3243
"KIAA1191"	1374
"KIAA1210"	2
"KIAA1211"	535
"KIAA1211L"	2076
"KIAA1217"	1314
"KIAA1257"	83
"KIAA1324"	728
"KIAA1324L"	1808
"KIAA1328"	415
"KIAA1468"	2384
"KIAA1522"	934
"KIAA1549"	1601
"KIAA1549L"	6754
"KIAA1551"	1916
"KIAA1586"	854
"KIAA1614"	148
"KIAA1614-AS1"	20
"KIAA1656"	46
"KIAA1671"	1962
"KIAA1755"	612
"KIAA1841"	819
"KIAA1958"	826
"KIAA2012"	167
"KIAA2013"	445
"KIAA2026"	2970
"KIDINS220"	7342
"KIF11"	78
"KIF12"	19
"KIF13A"	2093
"KIF13B"	2463
"KIF14"	13
"KIF15"	85
"KIF16B"	818
"KIF17"	189
"KIF18A"	8
"KIF18B"	9
"KIF19"	280
"KIF1A"	26097
"KIF1B"	19422
"KIF1BP"	979
"KIF1C"	3501
"KIF20A"	1
"KIF20B"	191
"KIF21A"	5518
"KIF21B"	2038
"KIF22"	136
"KIF23"	29
"KIF24"	51
"KIF25"	20
"KIF25-AS1"	19
"KIF26A"	90
"KIF26B"	494
"KIF26B-AS1"	0
"KIF27"	437
"KIF2A"	2844
"KIF2B"	0
"KIF2C"	13
"KIF3A"	4936
"KIF3B"	2338
"KIF3C"	4976
"KIF4A"	9
"KIF4B"	27
"KIF5A"	31237
"KIF5B"	8307
"KIF5C"	18094
"KIF6"	291
"KIF7"	102
"KIF9"	85
"KIF9-AS1"	104
"KIFAP3"	2886
"KIFC1"	7
"KIFC2"	1679
"KIFC3"	413
"KIN"	396
"KIR2DL1"	1
"KIR2DL2"	0
"KIR2DL3"	0
"KIR2DL4"	0
"KIR2DL5A"	0
"KIR2DL5B"	0
"KIR2DS1"	0
"KIR2DS2"	0
"KIR2DS3"	0
"KIR2DS4"	0
"KIR2DS5"	0
"KIR3DL1"	0
"KIR3DL2"	0
"KIR3DL3"	0
"KIR3DS1"	0
"KIR3DX1"	3
"KIRREL1"	119
"KIRREL1-IT1"	4
"KIRREL2"	10
"KIRREL3"	495
"KIRREL3-AS2"	0
"KIRREL3-AS3"	5
"KISS1"	0
"KISS1R"	3
"KIT"	568
"KITLG"	1198
"KIZ"	639
"KIZ-AS1"	0
"KL"	56
"KLB"	0
"KLC1"	5715
"KLC2"	1684
"KLC3"	3
"KLC4"	288
"KLF1"	3
"KLF10"	234
"KLF11"	190
"KLF12"	2169
"KLF13"	2997
"KLF14"	0
"KLF15"	582
"KLF16"	373
"KLF17"	0
"KLF18"	0
"KLF2"	147
"KLF3"	1220
"KLF3-AS1"	142
"KLF4"	147
"KLF5"	86
"KLF6"	884
"KLF7"	1211
"KLF8"	329
"KLF9"	2427
"KLHDC1"	484
"KLHDC10"	2013
"KLHDC2"	823
"KLHDC3"	1552
"KLHDC4"	132
"KLHDC7A"	4
"KLHDC7B"	0
"KLHDC8A"	94
"KLHDC8B"	108
"KLHDC9"	86
"KLHL1"	44
"KLHL10"	5
"KLHL11"	2280
"KLHL12"	718
"KLHL13"	105
"KLHL14"	10
"KLHL15"	653
"KLHL17"	80
"KLHL18"	603
"KLHL2"	2150
"KLHL20"	390
"KLHL21"	1259
"KLHL22"	353
"KLHL23"	398
"KLHL24"	4999
"KLHL25"	159
"KLHL26"	385
"KLHL28"	1011
"KLHL29"	581
"KLHL3"	1064
"KLHL30"	1
"KLHL31"	12
"KLHL32"	1482
"KLHL33"	7
"KLHL34"	3
"KLHL35"	33
"KLHL36"	943
"KLHL38"	7
"KLHL4"	692
"KLHL40"	2
"KLHL41"	60
"KLHL42"	2000
"KLHL5"	2344
"KLHL6"	63
"KLHL6-AS1"	0
"KLHL7"	891
"KLHL7-AS1"	14
"KLHL8"	884
"KLHL9"	1307
"KLK1"	0
"KLK10"	2
"KLK11"	0
"KLK12"	0
"KLK13"	0
"KLK14"	7
"KLK15"	0
"KLK2"	0
"KLK3"	0
"KLK4"	0
"KLK5"	6
"KLK6"	607
"KLK7"	85
"KLK8"	0
"KLK9"	0
"KLKB1"	54
"KLKP1"	0
"KLLN"	30
"KLRA1P"	117
"KLRB1"	3
"KLRC1"	5
"KLRC2"	79
"KLRC3"	93
"KLRC4"	28
"KLRC4-KLRK1"	26
"KLRD1"	42
"KLRF1"	5
"KLRF2"	0
"KLRG1"	107
"KLRG2"	0
"KLRK1"	10
"KMO"	32
"KMT2A"	7833
"KMT2B"	639
"KMT2C"	8336
"KMT2D"	4154
"KMT2E"	4208
"KMT2E-AS1"	273
"KMT5A"	471
"KMT5B"	1698
"KMT5C"	58
"KNCN"	5
"KNDC1"	2883
"KNG1"	5
"KNL1"	8
"KNOP1"	280
"KNSTRN"	163
"KNTC1"	350
"KPNA1"	2070
"KPNA2"	416
"KPNA3"	1510
"KPNA4"	2293
"KPNA5"	766
"KPNA6"	2506
"KPNA7"	1
"KPNB1"	2451
"KPRP"	0
"KPTN"	75
"KRAS"	1623
"KRBA1"	298
"KRBA2"	333
"KRBOX1"	22
"KRBOX1-AS1"	0
"KRBOX4"	319
"KRCC1"	255
"KREMEN1"	474
"KREMEN2"	0
"KRI1"	209
"KRIT1"	1632
"KRR1"	855
"KRT1"	1
"KRT10"	80
"KRT12"	0
"KRT13"	0
"KRT14"	0
"KRT15"	2
"KRT16"	2
"KRT16P1"	0
"KRT16P2"	0
"KRT16P3"	0
"KRT17"	52
"KRT17P1"	13
"KRT17P2"	9
"KRT17P5"	0
"KRT18"	15
"KRT18P55"	2
"KRT19"	16
"KRT19P2"	0
"KRT2"	0
"KRT20"	0
"KRT222"	486
"KRT23"	4
"KRT24"	0
"KRT25"	0
"KRT26"	0
"KRT27"	0
"KRT28"	0
"KRT3"	0
"KRT31"	10
"KRT32"	0
"KRT33A"	0
"KRT33B"	0
"KRT34"	1
"KRT35"	0
"KRT36"	0
"KRT37"	0
"KRT38"	0
"KRT39"	0
"KRT4"	0
"KRT40"	0
"KRT42P"	1
"KRT5"	11
"KRT6A"	0
"KRT6B"	0
"KRT6C"	0
"KRT7"	2
"KRT7-AS"	0
"KRT71"	0
"KRT72"	0
"KRT73"	0
"KRT73-AS1"	0
"KRT74"	0
"KRT75"	0
"KRT76"	0
"KRT77"	1
"KRT78"	0
"KRT79"	0
"KRT8"	2
"KRT80"	1
"KRT81"	1
"KRT82"	3
"KRT83"	3
"KRT84"	1
"KRT85"	0
"KRT86"	2
"KRT87P"	1
"KRT8P41"	0
"KRT9"	0
"KRTAP1-1"	0
"KRTAP1-3"	0
"KRTAP1-4"	0
"KRTAP1-5"	0
